CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
44,13,23,28,21,FHD,Touch,Desktop,FRA,848382.325
6,15,25,28,13,FHD,Non-Touch,Laptop,CAN,1377989.158
20,7,52,2,15,FHD,Non-Touch,Laptop,AUS,6884795.19
22,15,16,26,10,FHD,Non-Touch,Desktop,AUS,5051074.14
25,15,56,14,15,FHD,Non-Touch,Desktop,GER,1731045.54
20,3,54,19,15,QHD+,Touch,Laptop,USA,5417575.128
20,3,53,28,17,FHD,Touch,Laptop,FRA,1648314.276
25,15,5,5,15,FHD,Non-Touch,Laptop,FRA,1416222.297
1,15,4,14,15,FHD,Non-Touch,Laptop,FRA,1504142.304
12,15,23,9,10,FHD,Non-Touch,Desktop,FRA,1866922.092
20,15,23,4,15,FHD,Non-Touch,Laptop,CHN,1412992.728
20,15,41,7,15,FHD,Non-Touch,Laptop,IND,2829141.686
20,3,46,3,17,FHD,Non-Touch,Laptop,CHN,8167219.2
10,15,75,12,10,FHD,Non-Touch,Desktop,FRA,1455646.248
22,2,12,28,10,FHD,Non-Touch,Desktop,FRA,3924721.241
25,13,23,28,15,HD,Non-Touch,Laptop,CHN,751170.5372
15,13,23,28,15,HD+,Non-Touch,Laptop,FRA,435551.858
42,3,23,28,21,FHD,Touch,Desktop,FRA,1034064.171
10,15,23,26,10,FHD,Non-Touch,Desktop,FRA,2274072.164
7,13,39,28,15,FHD,Non-Touch,Laptop,AUS,667795.275
20,3,41,28,15,FHD,Non-Touch,Desktop,CHN,7014394.8
25,3,18,19,10,FHD,Non-Touch,Desktop,IND,2092020.112
12,15,23,10,15,FHD,Touch,Laptop,FRA,1106248.157
25,15,56,5,15,FHD,Non-Touch,Laptop,IND,2105018.874
20,15,54,10,15,UHD,Touch,Laptop,GBR,4413797.451
10,15,52,17,15,FHD,Non-Touch,Laptop,IND,2740375.596
20,15,70,18,10,FHD,Non-Touch,Desktop,FRA,2765647.157
20,7,70,26,17,FHD,Non-Touch,Laptop,CHN,8771490
20,15,53,5,15,FHD,Non-Touch,Laptop,FRA,1482694.136
20,15,23,28,15,UHD,Touch,Laptop,AUS,2470759.41
25,13,40,28,13,UHD,Touch,Laptop,FRA,1969642.094
10,16,23,28,10,FHD,Non-Touch,Desktop,FRA,1161142.136
6,15,23,32,10,FHD,Non-Touch,Desktop,FRA,1075806.858
20,15,40,28,13,HD+,Non-Touch,Laptop,FRA,2058367.101
34,13,40,28,12,QHD+,Touch,Laptop,FRA,1154552.868
6,15,41,19,10,FHD,Non-Touch,Desktop,CAN,3132832.303
25,15,56,26,10,FHD,Non-Touch,Desktop,FRA,2963425.094
6,15,23,28,13,QHD+,Non-Touch,Laptop,IND,5120873.73
20,3,56,18,10,FHD,Non-Touch,Desktop,IND,3804093.44
20,15,52,14,15,FHD,Non-Touch,Laptop,IND,2594383.4
22,7,26,3,17,FHD,Non-Touch,Laptop,FRA,5396982.01
22,3,41,26,17,FHD,Non-Touch,Laptop,FRA,3590982.045
20,6,28,19,10,FHD,Non-Touch,Desktop,FRA,1847591.256
20,3,70,28,17,FHD,Non-Touch,Laptop,FRA,2410735.6
20,3,23,10,15,UHD,Touch,Laptop,IND,4220430.48
20,7,55,26,15,FHD,Non-Touch,Laptop,FRA,3861812.038
35,15,56,28,15,FHD,Touch,Laptop,FRA,1420257.405
1,7,56,2,15,FHD,Non-Touch,Laptop,FRA,5399082.003
25,3,23,28,13,FHD+,Touch,Laptop,AUS,5589173.52
25,15,41,28,13,QHD,Touch,Laptop,IND,4520275.063
20,7,54,28,15,QHD+,Non-Touch,Laptop,GBR,6418510.707
25,3,23,28,13,QHD+,Non-Touch,Laptop,GBR,5299790.783
6,3,4,19,10,FHD,Non-Touch,Desktop,FRA,1351121.1
22,1,23,26,10,FHD,Non-Touch,Desktop,FRA,2120386.954
20,3,54,28,13,QHD+,Touch,Laptop,IND,3151236.256
20,7,41,17,15,FHD,Non-Touch,Laptop,CAN,3515259.93
20,3,56,19,11,FHD,Non-Touch,Laptop,CAN,3009772.657
20,15,56,7,15,FHD,Non-Touch,Laptop,AUS,3524158.89
25,15,23,28,23,FHD,Touch,Desktop,USA,1950677.659
20,15,56,5,15,FHD,Non-Touch,Laptop,IND,2203536.72
22,3,23,26,16,FHD,Non-Touch,Laptop,GER,4943503.474
44,15,41,28,15,HD+,Non-Touch,Laptop,IND,917422.506
21,15,40,28,13,HD+,Non-Touch,Laptop,FRA,1628531.905
10,3,54,12,10,FHD,Non-Touch,Desktop,FRA,1830404.877
10,15,41,19,15,FHD,Non-Touch,Laptop,FRA,1395991.87
22,3,70,28,10,FHD,Non-Touch,Desktop,AUS,5436628.155
22,3,52,17,17,FHD,Non-Touch,Laptop,IND,3215537.878
1,15,23,3,17,FHD,Non-Touch,Laptop,GBR,5744157.216
20,15,41,5,15,FHD,Non-Touch,Laptop,AUS,3273207.21
20,13,23,28,14,FHD,Non-Touch,Laptop,AUS,1362627.42
19,7,32,3,10,FHD,Non-Touch,Desktop,FRA,5817261.821
25,15,41,28,15,FHD,Touch,Laptop,GBR,2702770.273
15,13,73,28,10,FHD+,Non-Touch,Laptop,AUS,737677.185
20,7,60,28,15,FHD,Touch,Laptop,FRA,1182071.814
6,15,54,28,13,FHD+,Non-Touch,Laptop,FRA,2910180
20,3,39,26,15,FHD,Non-Touch,Laptop,CHN,7480771.2
25,13,4,5,15,FHD,Non-Touch,Laptop,AUS,1500649.605
19,7,23,11,10,FHD,Non-Touch,Desktop,AUS,19161176.27
20,3,39,5,15,UHD,Touch,Laptop,CHN,4900014
20,7,54,19,15,FHD,Non-Touch,Laptop,AUS,6300461.055
12,15,41,10,14,FHD,Touch,Laptop,IND,1508100.888
10,16,23,19,15,FHD,Non-Touch,Laptop,FRA,1697789.744
42,3,23,35,15,FHD,Non-Touch,Laptop,GER,872878.16
12,13,41,28,14,FHD,Non-Touch,Laptop,AUS,986683.845
25,16,41,28,15,FHD,Touch,Laptop,FRA,1825581.744
20,7,4,28,15,FHD,Non-Touch,Laptop,FRA,1917991.6
25,15,23,28,14,HD+,Touch,Laptop,FRA,1097861.702
20,11,41,28,13,FHD,Touch,Laptop,FRA,1278881.73
25,15,41,28,12,UHD,Touch,Laptop,CAN,2737354.62
6,3,55,28,15,HD+,Non-Touch,Laptop,FRA,1098281.695
22,7,54,26,15,FHD,Non-Touch,Laptop,FRA,4586731.653
2,15,13,34,10,FHD,Non-Touch,Desktop,FRA,1484387.674
25,13,23,28,13,HD+,Non-Touch,Laptop,GER,1154281.436
20,7,59,2,17,FHD,Non-Touch,Laptop,FRA,10455955.3
7,15,4,28,15,FHD,Non-Touch,Laptop,AUS,880501.755
20,3,4,19,15,FHD,Touch,Laptop,IND,3035692.898
20,3,31,7,10,FHD,Non-Touch,Desktop,FRA,3061592.667
25,15,56,19,17,FHD,Touch,Laptop,BRA,2566589.868
20,7,39,7,15,FHD,Non-Touch,Laptop,FRA,3588566.597
25,7,23,9,10,FHD,Non-Touch,Desktop,FRA,2010511.139
20,3,7,19,15,UHD,Non-Touch,Laptop,IND,3654893.06
12,5,40,19,10,FHD,Non-Touch,Desktop,FRA,1557401.069
25,16,23,28,23,UHD,Touch,Desktop,FRA,1529173.576
13,15,4,22,10,FHD,Non-Touch,Desktop,BRA,1200636.199
25,15,25,28,13,UHD,Touch,Laptop,FRA,2495485.083
25,16,56,14,15,FHD,Non-Touch,Laptop,FRA,1580178.6
19,6,54,11,10,FHD,Non-Touch,Desktop,IND,17423117.84
20,8,54,7,17,FHD,Non-Touch,Laptop,FRA,3563441.7
20,7,55,28,15,UHD,Non-Touch,Desktop,AUS,3592403.64
25,15,41,14,15,FHD,Non-Touch,Laptop,IND,1937141.808
25,15,7,28,13,UHD,Non-Touch,Laptop,IND,5693599.828
20,7,17,26,10,FHD,Non-Touch,Desktop,FRA,2860041.548
20,8,70,2,15,FHD,Non-Touch,Laptop,FRA,8135394.54
6,15,41,28,12,FHD,Touch,Laptop,AUS,1470551.985
20,15,67,28,13,FHD,Touch,Laptop,FRA,2185577.478
25,15,4,14,15,HD,Non-Touch,Laptop,GBR,2459135.686
6,1,23,28,15,HD,Non-Touch,Laptop,FRA,768002.2
13,3,52,6,15,UHD,Non-Touch,Laptop,FRA,3145151.499
25,15,28,7,10,FHD,Non-Touch,Desktop,CAN,3124263.87
40,13,39,28,15,HD+,Non-Touch,Laptop,USA,678767.5843
20,7,39,18,15,FHD,Non-Touch,Laptop,CHN,5841045
25,15,41,18,15,FHD,Non-Touch,Laptop,CAN,3609035.94
6,15,4,14,10,FHD,Non-Touch,Laptop,AUS,1809029.145
20,3,52,18,17,FHD,Non-Touch,Laptop,AUS,4176343.08
15,13,40,28,10,FHD+,Non-Touch,Laptop,AUS,807255.54
20,3,56,2,17,FHD,Non-Touch,Laptop,CAN,6744694.32
13,13,41,28,12,HD+,Non-Touch,Laptop,AUS,1362417.63
20,3,6,28,13,FHD,Touch,Laptop,IND,3506654.97
10,3,49,12,10,FHD,Non-Touch,Desktop,AUS,1619051.805
20,3,54,14,15,UHD,Touch,Laptop,GBR,4959447.906
25,15,56,5,10,FHD,Non-Touch,Desktop,BRA,1430934.549
20,3,5,26,15,FHD,Non-Touch,Laptop,FRA,3910181.38
6,15,56,19,10,FHD,Non-Touch,Desktop,BRA,3183081.386
20,3,70,28,13,FHD,Touch,Laptop,FRA,4746238
20,7,59,14,15,FHD,Non-Touch,Laptop,FRA,2416919.4
25,15,56,5,15,UHD,Non-Touch,Laptop,BRA,2238311.354
20,15,70,28,27,FHD,Touch,Desktop,GBR,3251125.682
10,15,23,18,10,FHD,Non-Touch,Desktop,FRA,2054341.324
20,3,41,4,15,FHD,Non-Touch,Laptop,USA,1613456.863
20,15,70,28,14,FHD,Non-Touch,Laptop,CHN,4234129.2
22,15,4,17,15,FHD,Non-Touch,Laptop,FRA,2516516.359
22,15,23,17,17,FHD,Non-Touch,Laptop,FRA,3083831.31
22,3,16,14,10,FHD,Non-Touch,Desktop,GBR,2623522.622
12,3,52,10,17,FHD,Non-Touch,Laptop,CAN,5023697.679
20,2,4,19,10,FHD,Non-Touch,Desktop,FRA,1680860.3
20,7,4,19,15,UHD,Non-Touch,Laptop,FRA,3086141.296
20,15,23,19,17,FHD,Non-Touch,Laptop,IND,2484232.996
20,3,5,14,15,FHD,Non-Touch,Laptop,CHN,1930959.45
25,3,56,28,15,FHD,Touch,Laptop,FRA,1009619.303
20,16,56,7,17,FHD,Touch,Laptop,BRA,2953524.076
22,12,23,11,10,FHD,Non-Touch,Desktop,FRA,3847216.233
25,3,23,18,10,FHD,Non-Touch,Desktop,FRA,2584031.275
25,3,56,7,10,FHD,Non-Touch,Desktop,IND,2540671.098
20,3,16,31,10,FHD,Non-Touch,Desktop,FRA,3754781.226
1,7,70,32,15,QHD+,Non-Touch,Laptop,IND,11602176.89
20,13,23,5,15,FHD,Non-Touch,Laptop,CAN,1705357.29
12,1,23,18,10,FHD,Non-Touch,Desktop,FRA,1542893.184
20,7,52,7,18,FHD,Non-Touch,Laptop,BRA,9642920.315
20,15,56,26,17,FHD,Non-Touch,Laptop,IND,5320289.128
25,15,5,5,10,FHD,Non-Touch,Desktop,FRA,1220291.226
25,13,56,28,15,FHD,Non-Touch,Laptop,AUS,1043617.365
42,13,23,28,14,HD+,Non-Touch,Desktop,FRA,677357.184
1,7,52,3,15,UHD,Non-Touch,Laptop,USA,7720731.648
9,15,47,28,10,FHD,Non-Touch,Desktop,FRA,943581.128
20,7,41,4,13,FHD,Non-Touch,Laptop,IND,1889955.691
20,3,4,28,10,FHD,Non-Touch,Desktop,IND,2001979.504
20,15,56,28,17,FHD,Touch,Laptop,FRA,1735561.135
20,16,28,28,27,QHD,Touch,Desktop,USA,3934731.528
10,15,75,18,10,FHD,Non-Touch,Desktop,FRA,1884381.156
18,13,23,28,15,HD,Non-Touch,Laptop,CHN,639098.8405
20,3,40,5,15,FHD,Non-Touch,Laptop,CHN,3573423
20,15,41,10,15,UHD,Touch,Laptop,FRA,2268821.093
20,15,23,28,13,HD,Non-Touch,Laptop,CHN,1260264.096
10,15,23,12,10,FHD,Non-Touch,Desktop,GBR,2420871.187
20,3,56,7,10,FHD,Non-Touch,Desktop,IND,3262297.738
20,15,4,32,15,FHD,Non-Touch,Laptop,IND,1513744.946
20,13,23,28,15,FHD,Non-Touch,Laptop,AUS,1419840.975
25,3,54,28,13,HD+,Non-Touch,Laptop,BRA,4310372.386
20,3,66,28,15,FHD,Touch,Laptop,FRA,1930599.916
42,13,23,28,14,HD,Touch,Laptop,CHN,773629.164
20,7,23,2,10,FHD,Non-Touch,Desktop,GBR,5835001.27
20,15,41,35,15,FHD,Non-Touch,Laptop,USA,2049646.974
13,3,55,7,10,FHD,Non-Touch,Desktop,FRA,3601621.044
44,15,70,28,15,HD,Non-Touch,Laptop,FRA,731255.56
14,16,23,28,15,HD+,Touch,Laptop,FRA,1137723.111
1,3,41,3,15,FHD,Non-Touch,Laptop,IND,7171425.454
1,15,23,3,17,QHD,Non-Touch,Laptop,GBR,6311819.304
20,3,56,26,15,FHD,Touch,Laptop,CAN,5424954.99
40,13,41,28,14,FHD,Non-Touch,Laptop,IND,941721.774
20,15,28,28,10,FHD,Non-Touch,Desktop,USA,2189295.36
22,15,54,17,17,FHD,Non-Touch,Laptop,AUS,3709784.61
13,16,4,6,15,FHD,Non-Touch,Laptop,FRA,1747846.1
40,13,41,28,14,HD+,Touch,Laptop,AUS,1025843.784
20,3,46,26,15,FHD,Non-Touch,Laptop,CHN,7500049.2
20,3,46,19,17,FHD,Non-Touch,Laptop,CHN,6562798.2
20,15,70,7,10,FHD,Non-Touch,Desktop,FRA,1752948.946
2,15,70,10,10,FHD,Non-Touch,Desktop,FRA,1142800.953
20,3,56,17,15,FHD,Non-Touch,Laptop,AUS,4581073.665
6,13,70,28,15,HD+,Non-Touch,Laptop,GER,1592958.268
10,15,13,19,10,FHD,Non-Touch,Desktop,FRA,3056460.897
22,3,53,26,17,FHD,Non-Touch,Laptop,FRA,4196480.925
20,3,54,18,17,FHD,Non-Touch,Laptop,AUS,4589473.14
5,13,23,28,15,HD+,Non-Touch,Laptop,GER,1045048.97
20,15,56,29,13,FHD,Touch,Laptop,FRA,2296324.8
20,15,70,17,10,FHD,Non-Touch,Desktop,GBR,2946051.745
8,3,70,7,10,FHD,Non-Touch,Desktop,AUS,8193177.51
22,15,41,14,10,FHD,Non-Touch,Desktop,FRA,1635082.876
6,13,41,28,10,QHD+,Touch,Laptop,GBR,3233505.044
12,15,54,28,14,FHD,Non-Touch,Laptop,AUS,1723392.72
25,13,4,35,15,FHD,Touch,Laptop,AUS,1437687.405
6,13,23,14,15,FHD,Non-Touch,Laptop,GER,1960642.782
20,3,48,26,10,FHD,Non-Touch,Desktop,IND,4529170.282
12,3,31,36,10,FHD,Non-Touch,Desktop,FRA,2170484.792
8,3,56,11,10,FHD,Non-Touch,Desktop,CAN,9963828.42
20,15,4,19,10,FHD,Non-Touch,Laptop,CAN,3238926.6
20,7,23,28,14,FHD,Non-Touch,Laptop,IND,5942462.064
10,15,70,14,10,FHD,Non-Touch,Desktop,FRA,1824075.799
10,3,52,17,10,FHD,Non-Touch,Desktop,IND,2668694.49
25,15,13,19,10,FHD,Non-Touch,Desktop,FRA,1671685.785
42,15,23,28,15,HD,Non-Touch,Laptop,CAN,1074093.521
22,3,13,11,10,FHD,Non-Touch,Desktop,FRA,4808980.764
25,3,41,14,15,FHD,Non-Touch,Laptop,BRA,2094330.278
20,7,56,14,15,FHD,Non-Touch,Laptop,FRA,2501484.3
20,3,46,26,17,FHD,Non-Touch,Laptop,CHN,7340457.6
12,3,54,10,13,FHD,Touch,Laptop,IND,2270053.674
2,13,40,10,14,FHD,Non-Touch,Laptop,AUS,1155551.04
6,15,41,28,12,FHD+,Touch,Laptop,USA,2773636.488
20,3,39,14,15,FHD,Non-Touch,Laptop,CHN,4168584
22,3,49,11,10,FHD,Non-Touch,Desktop,AUS,5495935.725
20,3,23,19,13,QHD+,Touch,Laptop,AUS,7471028.88
6,15,41,28,15,HD+,Non-Touch,Laptop,AUS,1356956.79
42,13,23,28,15,FHD,Touch,Laptop,FRA,928348.659
20,15,67,19,15,FHD,Non-Touch,Laptop,AUS,2260150.2
1,7,23,2,15,FHD,Non-Touch,Laptop,AUS,8114110.2
20,16,4,28,17,FHD,Touch,Laptop,FRA,1834715.687
25,15,7,28,13,FHD,Non-Touch,Laptop,FRA,4646860.638
20,4,54,18,15,FHD,Non-Touch,Laptop,CAN,5209641.473
22,3,23,18,15,FHD,Non-Touch,Laptop,FRA,3588425.603
20,15,56,28,13,FHD,Touch,Laptop,FRA,2131730.3
10,15,53,19,15,FHD,Non-Touch,Laptop,FRA,1568302.638
12,3,31,26,10,FHD,Non-Touch,Desktop,FRA,2715560.603
6,15,4,28,14,HD+,Non-Touch,Laptop,AUS,1688148
20,3,55,18,17,FHD,Non-Touch,Laptop,AUS,4074548.94
40,13,40,28,10,FHD+,Non-Touch,Laptop,AUS,1075465.755
20,15,56,28,17,FHD,Non-Touch,Laptop,IND,2750268.598
20,16,4,5,15,FHD,Non-Touch,Laptop,FRA,1632268.568
10,8,23,28,10,FHD,Non-Touch,Desktop,FRA,1358750.589
20,7,37,26,17,FHD,Non-Touch,Laptop,FRA,4571435.547
20,15,41,4,17,HD+,Non-Touch,Laptop,IND,1830107.902
20,3,41,10,15,UHD,Touch,Laptop,FRA,3889180.554
20,2,23,28,15,FHD,Non-Touch,Laptop,CHN,10384605
20,11,41,28,13,UHD,Touch,Laptop,AUS,1867868.1
35,3,70,18,10,FHD,Non-Touch,Desktop,IND,6898929.59
10,15,41,5,15,FHD,Touch,Laptop,GBR,2498068.111
1,7,23,2,17,QHD,Non-Touch,Laptop,GER,9528404.172
44,15,39,28,14,HD+,Non-Touch,Laptop,AUS,1125139.68
20,15,41,5,13,QHD,Touch,Laptop,IND,4516645.644
20,3,49,28,14,FHD,Touch,Laptop,AUS,3512587.26
25,3,5,17,17,FHD,Non-Touch,Laptop,FRA,2927380.484
22,7,11,11,10,FHD,Non-Touch,Desktop,FRA,5230268.484
20,15,23,17,15,FHD,Non-Touch,Laptop,FRA,2503404.442
12,15,54,10,15,FHD,Touch,Laptop,IND,2074009.182
20,15,23,7,10,FHD,Non-Touch,Desktop,FRA,2445605.435
20,15,41,28,13,UHD,Touch,Laptop,IND,2993597.46
22,3,52,26,15,FHD,Non-Touch,Laptop,AUS,4390734.6
6,13,23,28,15,HD+,Touch,Laptop,CHN,956179.854
25,15,39,28,15,FHD,Non-Touch,Laptop,AUS,1701252.63
12,7,24,3,10,FHD,Non-Touch,Desktop,FRA,4677403.521
22,15,70,14,10,FHD,Non-Touch,Desktop,FRA,1664790.414
25,14,23,28,15,FHD,Non-Touch,Laptop,GBR,1393135.898
20,3,16,7,17,FHD,Non-Touch,Laptop,IND,4723362.882
20,7,70,26,15,FHD,Non-Touch,Laptop,CHN,8970721.2
25,15,5,17,15,FHD,Non-Touch,Laptop,FRA,2455230.358
25,13,53,28,15,UHD,Touch,Laptop,FRA,1057194.6
22,7,54,26,17,FHD,Non-Touch,Laptop,FRA,4901730.393
12,3,56,9,10,FHD,Non-Touch,Desktop,IND,2414834.954
1,7,70,5,15,FHD,Non-Touch,Laptop,IND,8353494.94
35,15,56,5,15,FHD,Non-Touch,Laptop,BRA,1710822.879
20,3,56,26,17,FHD,Non-Touch,Desktop,USA,6640701.984
20,3,4,19,17,FHD,Non-Touch,Laptop,CAN,4592037.45
10,3,29,26,10,FHD,Non-Touch,Desktop,FRA,3730630.365
20,3,52,26,17,FHD,Non-Touch,Desktop,CAN,7031969.49
20,3,31,2,10,FHD,Non-Touch,Desktop,FRA,3635045.351
20,13,56,28,15,FHD,Non-Touch,Laptop,AUS,1385453.16
20,3,23,5,17,FHD,Non-Touch,Laptop,FRA,2065330.33
22,15,23,9,10,FHD,Non-Touch,Desktop,FRA,1714924.288
10,3,52,5,15,FHD,Non-Touch,Laptop,AUS,1687177.8
25,15,23,28,13,QHD+,Non-Touch,Laptop,GBR,5362982.94
12,5,23,19,10,FHD,Non-Touch,Desktop,FRA,1676690.274
22,3,23,12,10,FHD,Non-Touch,Desktop,FRA,2169840.274
10,15,23,5,10,FHD,Non-Touch,Desktop,GBR,1909040.105
5,13,41,28,12,HD+,Non-Touch,Laptop,AUS,1745751
10,15,55,34,10,FHD,Non-Touch,Desktop,FRA,2171380.26
20,15,54,18,10,FHD,Non-Touch,Desktop,FRA,3680184.767
22,3,23,28,15,QHD+,Non-Touch,Laptop,IND,8217223.938
20,3,23,32,15,QHD+,Non-Touch,Laptop,IND,8006381.656
6,15,5,19,15,FHD,Non-Touch,Laptop,GER,2740638.737
19,7,44,31,10,FHD,Non-Touch,Desktop,CAN,12840074.32
22,15,41,19,15,FHD,Non-Touch,Laptop,FRA,1778470.239
26,15,39,28,15,HD+,Non-Touch,Laptop,AUS,831722.85
22,3,31,17,10,FHD,Non-Touch,Desktop,FRA,2716827.169
25,15,57,14,15,FHD,Non-Touch,Laptop,GER,1897488.054
25,15,56,19,10,FHD,Non-Touch,Desktop,IND,2799787.298
20,3,40,14,15,FHD,Non-Touch,Laptop,BRA,2593786.721
20,3,10,28,15,QHD+,Non-Touch,Laptop,IND,14014872.51
20,13,54,14,10,FHD,Non-Touch,Desktop,FRA,1996513.134
20,15,52,14,17,FHD,Non-Touch,Laptop,IND,2816435.328
20,3,41,19,15,UHD,Touch,Laptop,AUS,5932689.84
20,3,4,18,17,FHD,Non-Touch,Laptop,IND,4663989.176
25,11,4,28,13,UHD,Touch,Laptop,FRA,1947534.127
42,13,23,28,15,HD+,Touch,Laptop,CHN,1032379.236
20,7,67,19,15,FHD,Non-Touch,Laptop,AUS,6858301.8
20,3,52,19,15,UHD,Non-Touch,Laptop,IND,3994002.404
6,3,41,19,10,FHD,Non-Touch,Desktop,BRA,2818871.378
20,15,23,28,12,FHD,Touch,Laptop,FRA,4175750.6
20,3,54,28,12,QHD+,Touch,Laptop,USA,4129607.664
20,15,54,19,10,FHD,Non-Touch,Desktop,AUS,2003268.96
20,3,23,28,12,FHD+,Touch,Laptop,AUS,3585661.17
22,7,59,26,17,FHD,Non-Touch,Laptop,FRA,4577210.099
6,15,39,28,10,FHD,Non-Touch,Desktop,GER,1813539
13,15,41,13,13,QHD+,Touch,Laptop,CAN,3886129.092
12,15,23,10,15,HD+,Non-Touch,Laptop,GER,837914.602
22,3,41,28,15,QHD+,Non-Touch,Laptop,AUS,5444139.855
20,3,4,19,15,FHD,Non-Touch,Laptop,IND,3055829.952
5,15,23,22,15,FHD,Non-Touch,Laptop,IND,3538701.292
12,15,41,32,15,FHD,Non-Touch,Laptop,IND,1671961.488
12,15,40,10,13,FHD,Non-Touch,Laptop,IND,1669642.534
42,3,23,19,15,QHD+,Touch,Laptop,AUS,7774166.4
20,15,52,7,17,FHD,Non-Touch,Laptop,FRA,3695226.5
35,15,54,28,14,FHD,Non-Touch,Laptop,AUS,1528017.33
2,16,4,7,10,FHD,Non-Touch,Desktop,IND,1312026.66
20,3,28,26,10,FHD,Non-Touch,Desktop,FRA,3801119.994
20,15,54,28,13,HD+,Non-Touch,Laptop,FRA,3103079.98
25,13,40,28,14,HD+,Non-Touch,Laptop,CHN,901484.262
25,15,41,28,15,UHD,Non-Touch,Laptop,FRA,1101079.98
22,3,17,3,10,FHD,Non-Touch,Desktop,FRA,4316319.924
20,3,13,34,10,FHD,Non-Touch,Desktop,FRA,2264612.959
20,15,5,28,13,FHD,Touch,Laptop,GER,2390681.874
20,3,18,3,10,FHD,Non-Touch,Desktop,IND,3781138.9
25,13,23,28,15,HD+,Non-Touch,Laptop,AUS,901859.28
20,3,41,28,13,FHD,Touch,Laptop,FRA,2066365.938
22,1,43,18,10,FHD,Non-Touch,Desktop,FRA,2448397.931
20,3,41,28,15.4,QHD+,Non-Touch,Laptop,AUS,4995310.32
20,3,41,5,15,FHD,Non-Touch,Laptop,GBR,2676337.587
20,15,41,28,13,FHD+,Touch,Laptop,AUS,3587441.76
19,3,52,3,10,FHD,Non-Touch,Desktop,IND,9374625.876
15,13,23,28,14,HD+,Non-Touch,Laptop,CAN,677844.44
20,7,70,3,15,FHD,Non-Touch,Laptop,CHN,11306131.2
1,6,28,3,17,FHD,Non-Touch,Laptop,FRA,6856759.833
5,15,54,28,14,FHD,Non-Touch,Laptop,FRA,1712178.3
19,3,70,7,10,FHD,Non-Touch,Desktop,FRA,4636779.84
22,7,56,19,10,FHD,Non-Touch,Desktop,AUS,2418057.705
20,3,52,26,15,FHD,Non-Touch,Laptop,IND,5457633.93
20,15,70,14,15,UHD,Touch,Laptop,FRA,4607631.791
22,7,52,18,17,FHD,Non-Touch,Laptop,IND,8204757.12
20,15,54,28,13,FHD,Touch,Laptop,AUS,4511510.64
16,13,39,28,14,HD+,Non-Touch,Laptop,AUS,939415.365
13,15,4,1,15,FHD,Non-Touch,Laptop,IND,2378976.642
22,7,23,3,17,FHD,Non-Touch,Laptop,FRA,5866679.77
1,3,54,14,15,FHD,Touch,Laptop,IND,5315411.598
1,7,59,3,15,UHD,Non-Touch,Laptop,FRA,9075563.742
20,15,13,18,10,FHD,Non-Touch,Desktop,FRA,2427579.77
20,7,23,19,17,FHD,Non-Touch,Laptop,CHN,6093763.2
6,15,40,28,13,UHD,Touch,Laptop,AUS,3364653.6
10,13,23,5,15,FHD,Non-Touch,Laptop,GER,1703739.996
20,16,56,28,17,FHD,Touch,Laptop,FRA,2069151.714
20,7,23,4,15,FHD,Non-Touch,Laptop,FRA,1824970
20,3,39,18,17,FHD,Non-Touch,Laptop,CHN,6451968.6
22,15,41,17,15,FHD,Non-Touch,Laptop,FRA,2130744.707
20,3,56,26,10,FHD,Non-Touch,Desktop,IND,4619923.728
20,7,16,11,10,FHD,Non-Touch,Desktop,FRA,7719299.686
22,3,54,28,15,QHD+,Non-Touch,Laptop,IND,7272089.958
20,7,41,18,15,FHD,Non-Touch,Laptop,CAN,4350210.41
20,7,52,3,17,FHD,Non-Touch,Laptop,IND,9065123.676
42,13,23,28,14,HD+,Non-Touch,Laptop,AUS,914455.08
12,3,54,28,15,FHD,Non-Touch,Laptop,AUS,3046795.29
2,13,40,28,15,HD+,Non-Touch,Laptop,GBR,1875418.636
20,15,23,18,15,FHD,Non-Touch,Laptop,IND,3274085.584
25,15,29,14,10,FHD,Non-Touch,Desktop,FRA,1486478.637
42,15,23,28,27,FHD,Non-Touch,Desktop,CAN,2367632.604
40,13,39,28,14,HD+,Non-Touch,Laptop,FRA,573204.604
35,15,70,14,10,FHD,Non-Touch,Desktop,FRA,5709459.609
1,3,54,19,15,FHD,Non-Touch,Laptop,FRA,2851779.63
42,15,4,28,15,FHD,Non-Touch,Laptop,IND,1059007.769
20,3,55,7,17,UHD,Non-Touch,Laptop,FRA,4276209.637
22,15,16,17,10,FHD,Non-Touch,Desktop,FRA,2761063.123
25,15,70,14,15,FHD,Non-Touch,Laptop,AUS,1929289.215
6,13,4,28,15,HD+,Non-Touch,Laptop,AUS,1255031.82
22,3,54,12,15,UHD,Non-Touch,Laptop,USA,4403002.53
13,3,4,6,15,UHD,Touch,Laptop,GER,3431568
20,15,41,7,10,FHD,Non-Touch,Desktop,FRA,1888089.588
12,3,56,32,10,FHD,Non-Touch,Desktop,IND,2887930.584
20,3,56,2,15,UHD,Non-Touch,Laptop,FRA,4499859.546
20,3,70,28,13,QHD+,Non-Touch,Laptop,GBR,8566719.525
25,7,60,14,15,FHD,Non-Touch,Laptop,FRA,1433229.525
20,3,56,5,17,FHD,Non-Touch,Laptop,FRA,2456139.532
1,7,54,3,17,UHD,Non-Touch,Laptop,CAN,9453009.93
